customerid,tenure,monthlycharges,totalcharges,contract,paymentmethod,churn,gender,seniorcitizen,partner,dependents,internetservice,source
9778-OGKQZ,72,92.0,6782.15,Two year,Credit card (automatic),0,Male,0,Yes,No,DSL,kaggle
7408-OFWXJ,72,89.8,6510.45,Two year,Credit card (automatic),0,Female,0,Yes,Yes,DSL,kaggle
6007-TCTST,72,115.8,8476.5,Two year,Bank transfer (automatic),0,Female,0,Yes,Yes,Fiber optic,kaggle
2252-NKNSI,52,85.15,4461.85,Two year,Mailed check,0,Male,0,No,Yes,DSL,kaggle
8713-IGZSO,2,24.85,62.0,Month-to-month,Mailed check,0,Male,0,No,No,No,kaggle
7905-TVXTA,5,64.35,352.65,Month-to-month,Electronic check,0,Female,0,No,No,DSL,kaggle
7695-PKLCZ,68,20.5,1424.9,Two year,Credit card (automatic),0,Female,0,No,No,No,kaggle
2382-BCKQJ,62,100.15,6413.65,One year,Electronic check,1,Female,0,No,Yes,Fiber optic,kaggle
8374-UULRV,72,86.05,6309.65,Two year,Credit card (automatic),0,Male,0,No,No,DSL,kaggle
2207-NHRJK,1,50.8,50.8,Month-to-month,Electronic check,1,Male,0,No,No,DSL,kaggle
3224-DFQNQ,66,89.0,5898.6,One year,Electronic check,0,Female,0,Yes,No,Fiber optic,kaggle
5275-PMFUT,72,64.8,4719.75,Two year,Credit card (automatic),0,Male,0,Yes,Yes,DSL,kaggle
4795-UXVCJ,26,19.8,457.3,One year,Credit card (automatic),0,Male,0,No,No,No,kaggle
9777-IQHWP,64,93.4,5822.3,Two year,Bank transfer (automatic),0,Male,0,Yes,Yes,Fiber optic,kaggle
0947-MUGVO,20,73.65,1463.5,Month-to-month,Electronic check,1,Male,1,Yes,No,Fiber optic,kaggle
9944-HKVVB,3,95.1,307.4,Month-to-month,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
4124-MMETB,22,94.65,2104.55,Month-to-month,Credit card (automatic),1,Male,0,No,No,Fiber optic,kaggle
3671-SHRSP,4,80.6,319.15,Month-to-month,Mailed check,1,Male,0,Yes,No,Fiber optic,kaggle
0979-MOZQI,62,39.0,2337.45,Two year,Bank transfer (automatic),0,Male,0,Yes,No,DSL,kaggle
2732-ISEZX,5,20.5,104.3,Month-to-month,Mailed check,0,Female,0,No,No,No,kaggle
3313-QKNKB,59,85.55,5084.65,One year,Electronic check,1,Male,0,Yes,No,Fiber optic,kaggle
0323-XWWTN,3,26.4,121.25,Two year,Mailed check,0,Male,0,No,Yes,No,kaggle
1937-OTUKY,72,98.2,7015.9,Two year,Bank transfer (automatic),0,Female,0,Yes,No,Fiber optic,kaggle
1573-LGXBA,57,97.55,5598.0,One year,Credit card (automatic),0,Male,0,Yes,Yes,Fiber optic,kaggle
1764-VUUMT,66,19.95,1269.1,Two year,Credit card (automatic),0,Male,0,No,Yes,No,kaggle
5073-WXOYN,60,50.8,3027.4,Month-to-month,Electronic check,1,Female,0,No,No,DSL,kaggle
4713-ZBURT,45,99.7,4634.35,Two year,Bank transfer (automatic),0,Male,0,No,Yes,Fiber optic,kaggle
3050-GBUSH,3,34.8,113.95,Month-to-month,Credit card (automatic),0,Female,0,No,No,DSL,kaggle
0207-MDKNV,15,105.1,1582.75,Month-to-month,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
7876-AEHIG,51,60.15,3077.0,One year,Bank transfer (automatic),0,Female,0,No,Yes,DSL,kaggle
7945-HLKEA,60,64.75,4039.5,One year,Electronic check,0,Female,0,No,No,DSL,kaggle
9342-VNIMQ,33,54.65,1665.2,Month-to-month,Bank transfer (automatic),0,Male,0,No,No,DSL,kaggle
9851-KIELU,10,110.1,1043.3,Month-to-month,Electronic check,1,Male,0,No,No,Fiber optic,kaggle
3523-BRGUW,26,19.3,504.2,One year,Credit card (automatic),0,Male,1,No,No,No,kaggle
3908-BLSYF,6,83.9,497.55,Month-to-month,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
3199-NPKCN,67,111.25,7511.65,One year,Electronic check,0,Female,0,Yes,No,Fiber optic,kaggle
5170-PTRKA,49,35.8,1782.0,One year,Credit card (automatic),0,Female,0,Yes,Yes,DSL,kaggle
4661-NJEUX,1,20.05,20.05,Month-to-month,Mailed check,0,Male,0,No,No,No,kaggle
2123-AGEEN,7,84.35,609.65,Month-to-month,Electronic check,0,Female,1,No,No,Fiber optic,kaggle
1258-YMZNM,27,110.5,2857.6,One year,Bank transfer (automatic),0,Female,1,No,No,Fiber optic,kaggle
0048-LUMLS,37,91.2,3247.55,One year,Credit card (automatic),0,Male,0,Yes,Yes,Fiber optic,kaggle
7549-MYGPK,63,100.55,6215.35,Month-to-month,Electronic check,1,Female,0,Yes,Yes,Fiber optic,kaggle
5898-IGSLP,31,89.3,2823.0,Month-to-month,Electronic check,0,Male,0,Yes,Yes,Fiber optic,kaggle
3804-RVTGV,50,103.85,5017.9,Month-to-month,Bank transfer (automatic),1,Male,0,Yes,Yes,Fiber optic,kaggle
6259-WJQLC,32,81.1,2619.25,Month-to-month,Credit card (automatic),0,Male,1,No,No,Fiber optic,kaggle
9227-LUNBG,1,24.6,24.6,Month-to-month,Electronic check,1,Female,0,No,No,DSL,kaggle
7997-EASSD,63,81.2,4965.1,One year,Credit card (automatic),0,Female,0,Yes,No,Fiber optic,kaggle
0730-KOAVE,30,94.3,2679.7,Month-to-month,Credit card (automatic),0,Male,0,No,No,Fiber optic,kaggle
8975-SKGRX,71,116.1,8310.55,Two year,Bank transfer (automatic),0,Male,0,Yes,No,Fiber optic,kaggle
0678-RLHVP,53,105.55,5682.25,Two year,Electronic check,0,Female,0,No,No,Fiber optic,kaggle
4315-MURBD,12,98.9,1120.95,Month-to-month,Bank transfer (automatic),1,Female,0,No,No,Fiber optic,kaggle
2267-FPIMA,50,94.4,4914.9,Month-to-month,Credit card (automatic),0,Male,0,Yes,No,Fiber optic,kaggle
1051-GEJLJ,2,19.5,27.55,Month-to-month,Mailed check,0,Female,0,No,No,No,kaggle
9734-YWGEX,9,98.3,923.5,Month-to-month,Credit card (automatic),1,Female,0,No,No,Fiber optic,kaggle
2719-BDAQO,17,93.85,1625.65,Month-to-month,Electronic check,1,Male,0,No,No,Fiber optic,kaggle
5285-MVEHD,56,105.6,6068.65,One year,Credit card (automatic),0,Female,0,Yes,No,Fiber optic,kaggle
0379-DJQHR,67,81.35,5398.6,Two year,Credit card (automatic),0,Male,0,Yes,Yes,DSL,kaggle
0781-LKXBR,9,100.5,918.6,Month-to-month,Electronic check,1,Male,1,No,No,Fiber optic,kaggle
5543-QDCRY,4,56.4,234.85,Month-to-month,Electronic check,0,Male,0,No,No,DSL,kaggle
0297-RBCSG,19,65.35,1231.85,One year,Bank transfer (automatic),0,Male,0,No,No,DSL,kaggle
4694-PHWFW,8,19.95,170.9,Month-to-month,Mailed check,0,Female,0,No,Yes,No,kaggle
0835-JKADZ,71,111.25,7984.15,Two year,Electronic check,0,Female,0,No,No,Fiber optic,kaggle
1907-UBQFC,10,72.85,688.65,Month-to-month,Electronic check,1,Male,1,No,No,Fiber optic,kaggle
7508-SMHXL,15,89.0,1288.3,Month-to-month,Credit card (automatic),0,Female,1,No,No,Fiber optic,kaggle
3865-YIOTT,72,106.1,7848.5,One year,Bank transfer (automatic),0,Male,0,Yes,Yes,Fiber optic,kaggle
5993-BQHEA,12,20.05,267.0,One year,Credit card (automatic),0,Male,0,No,No,No,kaggle
6024-RUGGH,72,25.2,1798.9,Two year,Bank transfer (automatic),0,Male,0,Yes,Yes,No,kaggle
6513-EECDB,1,73.55,73.55,Month-to-month,Electronic check,1,Male,1,Yes,No,Fiber optic,kaggle
3956-CJUST,23,75.4,1643.55,Month-to-month,Bank transfer (automatic),0,Female,1,No,No,Fiber optic,kaggle
4079-WWQQQ,72,65.55,4807.45,Two year,Bank transfer (automatic),0,Male,0,No,No,DSL,kaggle
6103-BOCOU,26,80.7,2193.0,Month-to-month,Electronic check,0,Female,0,No,No,Fiber optic,kaggle
5149-TGWDZ,21,104.55,2239.4,One year,Mailed check,0,Female,0,No,No,Fiber optic,kaggle
7471-WNSUF,60,24.15,1505.9,One year,Bank transfer (automatic),0,Male,0,Yes,No,No,kaggle
8942-DBMHZ,12,20.45,255.35,Month-to-month,Mailed check,0,Male,0,No,No,No,kaggle
4301-VVZKA,16,75.4,1189.4,Month-to-month,Electronic check,0,Male,0,Yes,No,Fiber optic,kaggle
9199-PWQVC,63,79.7,4786.15,One year,Credit card (automatic),0,Female,0,Yes,No,DSL,kaggle
4824-GUCBY,22,81.7,1820.9,Month-to-month,Electronic check,0,Female,1,No,No,Fiber optic,kaggle
5393-HJZSM,32,76.3,2404.15,Month-to-month,Bank transfer (automatic),0,Female,0,Yes,Yes,DSL,kaggle
7074-IEVOJ,3,79.4,205.05,Month-to-month,Electronic check,1,Female,1,No,No,Fiber optic,kaggle
9625-QSTYE,13,81.15,952.3,Month-to-month,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
0862-PRCBS,68,103.75,7039.45,Two year,Credit card (automatic),0,Female,0,Yes,Yes,Fiber optic,kaggle
8812-ZRHFP,30,86.45,2538.05,One year,Electronic check,0,Female,0,Yes,Yes,Fiber optic,kaggle
5146-CBVOE,16,75.1,1212.85,Month-to-month,Bank transfer (automatic),0,Female,0,No,No,Fiber optic,kaggle
0454-OKRCT,33,80.6,2651.1,Two year,Bank transfer (automatic),0,Male,0,No,No,Fiber optic,kaggle
5787-KXGIY,72,19.3,1304.8,Two year,Credit card (automatic),0,Male,0,Yes,No,No,kaggle
4750-ZRXIU,4,84.6,360.1,Month-to-month,Electronic check,1,Female,1,No,No,Fiber optic,kaggle
4198-VFOEA,12,33.6,435.45,One year,Mailed check,0,Female,0,No,No,DSL,kaggle
6630-UJZMY,4,83.25,308.05,Month-to-month,Electronic check,0,Female,1,Yes,No,Fiber optic,kaggle
6400-BWQKW,6,79.05,434.5,Month-to-month,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
2692-AQCPF,65,108.05,7118.9,One year,Credit card (automatic),0,Female,0,Yes,No,Fiber optic,kaggle
0347-UBKUZ,15,19.9,320.45,Month-to-month,Mailed check,0,Female,0,No,No,No,kaggle
0835-DUUIQ,24,21.05,531.55,One year,Bank transfer (automatic),0,Female,0,No,Yes,No,kaggle
0811-GSDTP,13,30.15,382.2,Month-to-month,Electronic check,0,Female,0,No,Yes,DSL,kaggle
7567-ECMCM,24,79.85,2001.0,Month-to-month,Credit card (automatic),0,Male,0,No,No,Fiber optic,kaggle
6115-ZTBFQ,72,65.5,4919.7,Two year,Bank transfer (automatic),0,Female,0,Yes,No,DSL,kaggle
6353-BRMMA,54,104.1,5645.8,Month-to-month,Bank transfer (automatic),0,Female,0,Yes,Yes,Fiber optic,kaggle
6680-WKXRZ,3,74.4,215.8,Month-to-month,Bank transfer (automatic),1,Female,0,No,No,Fiber optic,kaggle
6231-WFGFH,4,20.5,77.6,Month-to-month,Mailed check,0,Male,0,Yes,Yes,No,kaggle
9904-EHEVJ,32,91.35,2896.55,Month-to-month,Mailed check,0,Female,1,Yes,Yes,Fiber optic,kaggle
7028-DVOIQ,35,99.05,3395.8,Month-to-month,Electronic check,1,Male,1,No,No,Fiber optic,kaggle
6169-PPETC,35,20.5,759.35,Two year,Bank transfer (automatic),0,Male,0,Yes,Yes,No,kaggle
4208-UFFGW,2,44.95,85.15,Month-to-month,Mailed check,1,Male,1,No,No,DSL,kaggle
8584-KMVXD,8,75.6,535.55,Month-to-month,Electronic check,0,Female,0,No,No,Fiber optic,kaggle
8467-WYNSR,22,55.1,1253.15,Month-to-month,Mailed check,0,Male,0,No,No,DSL,kaggle
0851-DFJKB,15,58.95,955.15,Month-to-month,Electronic check,0,Female,0,No,No,DSL,kaggle
5382-SOYZL,22,95.1,2162.6,Month-to-month,Electronic check,0,Male,0,No,No,Fiber optic,kaggle
9448-REEVD,1,44.7,44.7,Month-to-month,Credit card (automatic),1,Male,0,Yes,No,DSL,kaggle
3261-CQXOL,71,25.45,1813.35,Two year,Bank transfer (automatic),0,Female,0,Yes,Yes,No,kaggle
8388-FYNPZ,4,56.75,245.15,Month-to-month,Electronic check,0,Male,0,No,No,DSL,kaggle
4002-BQWPQ,25,81.75,2028.8,Month-to-month,Bank transfer (automatic),0,Male,0,No,No,DSL,kaggle
5651-YLPRD,32,86.1,2723.75,Month-to-month,Electronic check,0,Female,0,Yes,Yes,Fiber optic,kaggle
2826-DXLQO,7,29.8,220.45,Month-to-month,Bank transfer (automatic),0,Male,1,Yes,No,DSL,kaggle
4378-BZYFP,17,20.5,365.8,One year,Mailed check,0,Male,0,No,No,No,kaggle
9489-UTFKA,8,60.9,551.95,Month-to-month,Bank transfer (automatic),0,Male,1,Yes,No,DSL,kaggle
4849-PYRLQ,56,73.25,4054.2,Two year,Bank transfer (automatic),0,Female,1,No,No,DSL,kaggle
9117-SHLZX,1,45.7,45.7,Month-to-month,Mailed check,1,Male,0,No,No,DSL,kaggle
9889-TMAHG,8,100.3,832.35,Month-to-month,Credit card (automatic),1,Male,1,No,No,Fiber optic,kaggle
4541-RMRLG,7,19.25,112.3,Month-to-month,Electronic check,1,Male,0,No,No,No,kaggle
7764-BDPEE,3,20.85,60.65,Month-to-month,Mailed check,0,Male,0,No,Yes,No,kaggle
3429-IFLEM,71,77.35,5550.1,Two year,Credit card (automatic),0,Female,0,No,No,DSL,kaggle
3158-MOERK,2,96.0,174.8,Month-to-month,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
7294-TMAOP,1,90.55,90.55,Month-to-month,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
5002-GCQFH,49,93.85,4733.1,Month-to-month,Bank transfer (automatic),0,Male,0,Yes,No,Fiber optic,kaggle
0556-FJEGU,58,70.1,4048.95,Two year,Bank transfer (automatic),0,Male,0,No,No,DSL,kaggle
8919-FYFQZ,44,30.35,1359.7,Month-to-month,Electronic check,1,Male,1,Yes,No,DSL,kaggle
0604-THJFP,59,75.95,4542.35,Two year,Credit card (automatic),0,Female,0,Yes,Yes,DSL,kaggle
2834-JRTUA,71,108.05,7532.15,Two year,Electronic check,1,Male,0,No,No,Fiber optic,kaggle
5875-YPQFJ,1,69.9,69.9,Month-to-month,Electronic check,1,Male,0,No,No,Fiber optic,kaggle
5879-SESNB,11,75.25,888.65,Month-to-month,Electronic check,0,Female,0,No,No,Fiber optic,kaggle
6646-QVXLR,62,103.75,6383.35,One year,Electronic check,1,Male,1,Yes,No,Fiber optic,kaggle
6461-PPAXN,35,54.95,1916.0,One year,Bank transfer (automatic),0,Female,0,Yes,Yes,DSL,kaggle
3318-ISQFQ,20,19.5,413.0,Month-to-month,Bank transfer (automatic),0,Female,0,No,No,No,kaggle
1106-HRLKZ,40,19.6,808.95,Two year,Mailed check,0,Male,0,Yes,Yes,No,kaggle
2483-XSSMZ,39,47.85,1886.4,One year,Electronic check,0,Female,0,No,No,DSL,kaggle
8603-IJWDN,1,86.6,86.6,Month-to-month,Electronic check,1,Male,0,No,No,Fiber optic,kaggle
8165-ZJRNM,72,23.75,1679.25,Two year,Bank transfer (automatic),0,Female,0,Yes,Yes,No,kaggle
9369-XFEHK,33,80.6,2656.5,Month-to-month,Bank transfer (automatic),1,Female,1,Yes,No,Fiber optic,kaggle
2604-XVDAM,12,43.8,540.95,Month-to-month,Bank transfer (automatic),0,Female,0,No,No,DSL,kaggle
3717-OFRTN,1,19.75,19.75,Month-to-month,Bank transfer (automatic),0,Male,0,No,No,No,kaggle
9046-JBFWA,27,19.15,537.35,Month-to-month,Mailed check,0,Male,0,No,Yes,No,kaggle
3280-NMUVX,34,19.6,678.8,One year,Credit card (automatic),0,Male,0,Yes,Yes,No,kaggle
1206-EHBDD,56,80.3,4513.65,Two year,Bank transfer (automatic),0,Female,0,Yes,No,Fiber optic,kaggle
8361-LBRDI,58,24.35,1423.85,Two year,Credit card (automatic),0,Female,0,No,No,No,kaggle
4883-KCPZJ,22,25.25,555.4,Two year,Credit card (automatic),0,Female,0,Yes,Yes,No,kaggle
9108-EQPNQ,10,26.1,225.55,Two year,Credit card (automatic),0,Female,0,Yes,Yes,No,kaggle
7277-KAMWT,13,20.0,268.45,Two year,Credit card (automatic),0,Male,0,No,No,No,kaggle
3842-IYKUE,35,85.3,2917.5,Month-to-month,Credit card (automatic),1,Female,0,No,No,Fiber optic,kaggle
6641-XRPSU,34,70.0,2416.1,Month-to-month,Credit card (automatic),1,Female,0,No,No,Fiber optic,kaggle
1374-DMZUI,4,94.3,424.45,Month-to-month,Electronic check,1,Female,1,No,No,Fiber optic,kaggle
2545-LXYVJ,72,20.7,1492.1,Two year,Bank transfer (automatic),0,Male,0,Yes,No,No,kaggle
3234-VKACU,2,70.3,132.4,Month-to-month,Electronic check,0,Male,0,No,No,DSL,kaggle
8357-EQXFO,7,95.35,660.9,Month-to-month,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
1989-PRJHP,27,75.5,1893.95,Month-to-month,Electronic check,1,Male,1,Yes,No,Fiber optic,kaggle
8120-JDCAM,4,69.55,284.9,Month-to-month,Mailed check,0,Male,0,Yes,Yes,Fiber optic,kaggle
8917-FAEMR,37,19.85,784.25,Two year,Mailed check,0,Female,0,No,No,No,kaggle
7047-YXDMZ,21,20.0,417.7,Month-to-month,Mailed check,0,Male,0,No,No,No,kaggle
2858-EIMXH,53,95.85,5016.25,One year,Credit card (automatic),0,Female,1,Yes,No,Fiber optic,kaggle
9524-EGPJC,18,90.1,1612.75,Month-to-month,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
6993-OHLXR,2,68.95,119.75,Month-to-month,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
8818-XYFCQ,32,99.55,3204.65,Month-to-month,Credit card (automatic),1,Male,0,Yes,Yes,Fiber optic,kaggle
6419-ZTTLE,23,20.75,485.2,One year,Electronic check,0,Male,1,Yes,No,No,kaggle
0929-HYQEW,3,50.15,160.85,Month-to-month,Mailed check,0,Male,0,No,No,DSL,kaggle
6614-YOLAC,71,58.65,4145.25,Two year,Mailed check,0,Female,0,Yes,Yes,DSL,kaggle
7426-RHZGU,9,95.9,827.45,Month-to-month,Bank transfer (automatic),0,Male,0,No,No,Fiber optic,kaggle
4065-JJAVA,1,49.5,49.5,Month-to-month,Electronic check,0,Female,0,No,No,DSL,kaggle
4695-VADHF,18,57.45,990.85,Month-to-month,Electronic check,1,Male,0,Yes,Yes,DSL,kaggle
3863-IUBJR,12,53.65,696.35,One year,Credit card (automatic),1,Male,0,Yes,Yes,DSL,kaggle
7649-SIJJF,71,80.1,5585.4,Two year,Mailed check,0,Male,0,Yes,No,DSL,kaggle
9361-YNQWJ,64,24.4,1601.2,One year,Bank transfer (automatic),0,Female,0,No,No,No,kaggle
3748-FVMZZ,4,40.05,162.45,Month-to-month,Electronic check,0,Male,0,No,No,DSL,kaggle
9391-TTOYH,23,19.5,470.2,Month-to-month,Mailed check,0,Female,0,No,No,No,kaggle
1452-XRSJV,39,51.05,2066.0,Month-to-month,Credit card (automatic),0,Female,0,Yes,Yes,DSL,kaggle
3422-WJOYD,28,54.35,1426.45,One year,Mailed check,0,Male,0,Yes,No,DSL,kaggle
8242-SOQUO,5,84.7,392.5,Month-to-month,Electronic check,0,Female,1,No,No,Fiber optic,kaggle
7460-ITWWP,45,86.1,3861.45,Month-to-month,Electronic check,0,Female,1,Yes,No,Fiber optic,kaggle
7147-AYBAA,37,70.35,2552.9,Month-to-month,Mailed check,0,Male,0,No,No,Fiber optic,kaggle
7868-TMWMZ,60,110.0,6668.35,Two year,Bank transfer (automatic),0,Female,1,Yes,No,Fiber optic,kaggle
4822-RVYBB,8,100.6,819.4,Month-to-month,Electronic check,1,Male,1,No,No,Fiber optic,kaggle
6732-FZUGP,47,94.9,4615.25,One year,Credit card (automatic),0,Female,0,No,No,Fiber optic,kaggle
8436-BJUMM,26,83.75,2070.6,Month-to-month,Electronic check,1,Male,0,Yes,Yes,Fiber optic,kaggle
4184-TJFAN,3,88.3,273.75,Month-to-month,Mailed check,1,Female,1,Yes,Yes,Fiber optic,kaggle
8329-GWVPJ,50,69.75,3557.7,Month-to-month,Bank transfer (automatic),0,Female,0,Yes,Yes,Fiber optic,kaggle
1352-VHKAJ,27,71.6,1957.1,Month-to-month,Bank transfer (automatic),0,Male,0,Yes,Yes,DSL,kaggle
4145-UQXUQ,8,92.1,729.95,Month-to-month,Electronic check,1,Female,1,No,No,Fiber optic,kaggle
2632-TACXW,62,23.65,1416.75,Two year,Bank transfer (automatic),0,Female,0,Yes,No,No,kaggle
8146-QQKZH,71,81.85,5924.4,Two year,Bank transfer (automatic),0,Female,0,Yes,No,DSL,kaggle
1767-CJKBA,66,25.1,1697.7,Two year,Mailed check,0,Male,0,No,No,No,kaggle
6445-TNRXS,68,114.7,7849.85,Two year,Bank transfer (automatic),0,Male,0,Yes,Yes,Fiber optic,kaggle
4581-LNWUM,13,49.15,649.4,Month-to-month,Electronic check,0,Female,0,No,No,DSL,kaggle
4869-EPIUS,56,80.9,4557.5,One year,Electronic check,0,Male,0,Yes,No,Fiber optic,kaggle
9948-YPTDG,38,79.45,3013.05,Month-to-month,Electronic check,1,Male,0,Yes,No,Fiber optic,kaggle
1236-WFCDV,14,90.45,1266.1,Month-to-month,Credit card (automatic),1,Male,1,No,No,Fiber optic,kaggle
1915-OAKWD,16,19.3,360.35,One year,Bank transfer (automatic),0,Female,0,No,Yes,No,kaggle
7296-PIXQY,14,70.2,1046.5,Month-to-month,Electronic check,0,Female,0,Yes,Yes,Fiber optic,kaggle
4883-QICIH,32,69.75,2347.9,Month-to-month,Bank transfer (automatic),1,Male,0,Yes,Yes,Fiber optic,kaggle
3354-OADJP,8,54.25,447.75,One year,Bank transfer (automatic),0,Female,0,No,No,DSL,kaggle
3524-WQDSG,43,99.3,4209.95,Month-to-month,Bank transfer (automatic),0,Female,0,Yes,Yes,Fiber optic,kaggle
0810-DHDBD,52,74.0,3877.65,One year,Credit card (automatic),0,Female,0,No,No,DSL,kaggle
4026-SKKHW,3,50.25,152.3,Month-to-month,Mailed check,0,Male,0,No,No,DSL,kaggle
2829-HYVZP,29,19.8,572.2,One year,Mailed check,0,Male,0,No,No,No,kaggle
8329-IBCTI,1,19.65,19.65,Month-to-month,Mailed check,1,Female,0,No,No,No,kaggle
1271-SJBGZ,12,43.65,526.95,Month-to-month,Electronic check,1,Male,1,No,No,DSL,kaggle
3845-JHAMY,16,35.5,552.7,Month-to-month,Credit card (automatic),0,Female,0,Yes,Yes,DSL,kaggle
7013-PSXHK,40,80.75,3208.65,One year,Mailed check,0,Female,0,No,No,DSL,kaggle
5669-SRAIP,5,39.5,210.75,Month-to-month,Electronic check,1,Female,0,No,No,DSL,kaggle
5981-ITEMU,40,97.1,3706.95,Month-to-month,Bank transfer (automatic),1,Male,0,Yes,No,Fiber optic,kaggle
3486-NPGST,36,19.55,620.75,One year,Mailed check,0,Female,0,No,No,No,kaggle
6941-PMGEP,5,80.0,412.5,Month-to-month,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
1624-WOIWJ,10,84.7,832.05,Month-to-month,Mailed check,1,Female,0,No,No,Fiber optic,kaggle
2074-GKOWZ,2,89.55,185.55,Month-to-month,Bank transfer (automatic),1,Male,0,Yes,Yes,Fiber optic,kaggle
0376-YMCJC,23,90.6,1943.2,Month-to-month,Electronic check,1,Male,0,No,No,Fiber optic,kaggle
6100-FJZDG,26,20.05,505.9,One year,Bank transfer (automatic),0,Male,0,Yes,Yes,No,kaggle
4829-ZLJTK,72,112.4,8046.85,Two year,Electronic check,0,Female,1,Yes,No,Fiber optic,kaggle
1730-VFMWO,34,50.2,1815.3,Month-to-month,Bank transfer (automatic),0,Female,0,Yes,No,DSL,kaggle
7143-BQIBA,10,62.25,612.95,Month-to-month,Bank transfer (automatic),0,Male,0,No,No,DSL,kaggle
3800-LYTRK,14,55.7,795.15,One year,Mailed check,0,Female,0,No,No,DSL,kaggle
0634-SZPQA,23,90.05,2169.8,Month-to-month,Bank transfer (automatic),1,Female,0,No,No,Fiber optic,kaggle
9646-NMHXE,47,19.65,973.1,Two year,Mailed check,0,Male,0,Yes,No,No,kaggle
7030-NJVDP,24,89.25,2210.2,Month-to-month,Electronic check,0,Male,0,Yes,No,Fiber optic,kaggle
5536-RTPWK,49,99.05,4853.75,Month-to-month,Bank transfer (automatic),1,Male,0,Yes,No,Fiber optic,kaggle
8883-GRDWQ,20,54.0,1055.9,One year,Mailed check,0,Male,1,No,No,DSL,kaggle
6166-ILMNY,2,69.75,144.55,Month-to-month,Bank transfer (automatic),1,Female,0,No,No,Fiber optic,kaggle
3097-NNSPB,2,49.05,91.1,Month-to-month,Credit card (automatic),1,Female,0,No,No,DSL,kaggle
7771-ZONAT,22,56.75,1304.85,Two year,Bank transfer (automatic),0,Male,0,No,No,DSL,kaggle
0655-RBDUG,7,98.05,713.0,Month-to-month,Bank transfer (automatic),1,Male,0,No,No,Fiber optic,kaggle
2111-DWYHN,1,21.1,21.1,Month-to-month,Mailed check,0,Male,0,No,No,No,kaggle
4194-WHFCB,59,96.65,5580.8,Month-to-month,Bank transfer (automatic),0,Female,0,Yes,Yes,Fiber optic,kaggle
4121-AGSIN,58,24.5,1497.9,One year,Credit card (automatic),0,Female,0,Yes,Yes,No,kaggle
4361-BKAXE,41,114.5,4527.45,Month-to-month,Bank transfer (automatic),1,Female,0,No,No,Fiber optic,kaggle
9845-PEEKO,59,79.2,4590.35,Two year,Credit card (automatic),0,Female,1,No,No,Fiber optic,kaggle
0455-XFASS,3,69.55,200.2,Month-to-month,Electronic check,0,Female,0,Yes,Yes,Fiber optic,kaggle
0301-KOBTQ,32,20.05,614.45,Two year,Bank transfer (automatic),0,Male,0,No,No,No,kaggle
1751-NCDLI,46,98.85,4564.9,Month-to-month,Electronic check,0,Male,1,Yes,No,Fiber optic,kaggle
9878-TNQGW,2,80.95,171.15,Month-to-month,Electronic check,1,Male,0,No,No,Fiber optic,kaggle
9170-ARBTB,52,19.6,1012.4,One year,Credit card (automatic),0,Female,0,Yes,Yes,No,kaggle
4441-NIHPT,13,74.3,940.35,Month-to-month,Electronic check,1,Female,1,No,No,Fiber optic,kaggle
8999-BOHSE,11,89.7,1047.7,Month-to-month,Bank transfer (automatic),1,Female,1,No,No,Fiber optic,kaggle
7241-AJHFS,32,87.65,2766.4,Month-to-month,Bank transfer (automatic),0,Male,0,No,No,Fiber optic,kaggle
7029-RPUAV,17,100.45,1622.45,Month-to-month,Credit card (automatic),1,Male,1,Yes,No,Fiber optic,kaggle
4546-FOKWR,16,74.75,1129.35,Month-to-month,Credit card (automatic),0,Female,0,No,No,Fiber optic,kaggle
9036-CSKBW,51,107.45,5680.9,One year,Bank transfer (automatic),0,Female,0,No,No,Fiber optic,kaggle
5832-TRLPB,29,75.35,2243.9,One year,Bank transfer (automatic),0,Male,0,No,No,DSL,kaggle
8590-YFFQO,70,64.95,4523.25,Two year,Credit card (automatic),0,Male,0,Yes,No,DSL,kaggle
8659-IOOPU,71,100.45,7159.7,Two year,Electronic check,0,Female,0,Yes,Yes,Fiber optic,kaggle
1338-CECEE,41,68.5,2839.95,One year,Bank transfer (automatic),0,Male,0,Yes,Yes,DSL,kaggle
7439-DKZTW,1,80.55,80.55,Month-to-month,Electronic check,0,Male,0,No,No,Fiber optic,kaggle
4646-QZXTF,7,81.25,580.1,Month-to-month,Bank transfer (automatic),0,Female,0,Yes,No,DSL,kaggle
4607-CHPCA,25,90.4,2178.6,One year,Electronic check,1,Male,0,Yes,Yes,Fiber optic,kaggle
9742-XOKTS,67,89.55,6038.55,One year,Electronic check,0,Male,0,Yes,Yes,Fiber optic,kaggle
