customerid,tenure,monthlycharges,totalcharges,churn,seniorcitizen,partner,dependents,source,avgmonthly,contract_One year,contract_Two year,paymentmethod_Credit card (automatic),paymentmethod_Electronic check,paymentmethod_Mailed check,gender_Male,internetservice_Fiber optic,internetservice_No,tenurebucket_13-24,tenurebucket_25-48,tenurebucket_49+
9108-EQPNQ,10,26.1,225.55,0,0,Yes,Yes,kaggle,22.555,False,True,True,False,False,False,False,True,False,False,False
7277-KAMWT,13,20.0,268.45,0,0,No,No,kaggle,20.65,False,True,True,False,False,True,False,True,True,False,False
3842-IYKUE,35,85.3,2917.5,1,0,No,No,kaggle,83.35714285714286,False,False,True,False,False,False,True,False,False,True,False
6641-XRPSU,34,70.0,2416.1,1,0,No,No,kaggle,71.06176470588235,False,False,True,False,False,False,True,False,False,True,False
1374-DMZUI,4,94.3,424.45,1,1,No,No,kaggle,106.1125,False,False,False,True,False,False,True,False,False,False,False
2545-LXYVJ,72,20.7,1492.1,0,0,Yes,No,kaggle,20.72361111111111,False,True,False,False,False,True,False,True,False,False,True
3234-VKACU,2,70.3,132.4,0,0,No,No,kaggle,66.2,False,False,False,True,False,True,False,False,False,False,False
8357-EQXFO,7,95.35,660.9,1,0,No,No,kaggle,94.41428571428571,False,False,False,True,False,False,True,False,False,False,False
1989-PRJHP,27,75.5,1893.95,1,1,Yes,No,kaggle,70.1462962962963,False,False,False,True,False,True,True,False,False,True,False
8120-JDCAM,4,69.55,284.9,0,0,Yes,Yes,kaggle,71.225,False,False,False,False,True,True,True,False,False,False,False
8917-FAEMR,37,19.85,784.25,0,0,No,No,kaggle,21.195945945945947,False,True,False,False,True,False,False,True,False,True,False
7047-YXDMZ,21,20.0,417.7,0,0,No,No,kaggle,19.89047619047619,False,False,False,False,True,True,False,True,True,False,False
2858-EIMXH,53,95.85,5016.25,0,1,Yes,No,kaggle,94.64622641509433,True,False,True,False,False,False,True,False,False,False,True
9524-EGPJC,18,90.1,1612.75,1,0,No,No,kaggle,89.59722222222223,False,False,False,True,False,False,True,False,True,False,False
6993-OHLXR,2,68.95,119.75,1,0,No,No,kaggle,59.875,False,False,False,True,False,False,True,False,False,False,False
8818-XYFCQ,32,99.55,3204.65,1,0,Yes,Yes,kaggle,100.1453125,False,False,True,False,False,True,True,False,False,True,False
6419-ZTTLE,23,20.75,485.2,0,1,Yes,No,kaggle,21.09565217391304,True,False,False,True,False,True,False,True,True,False,False
0929-HYQEW,3,50.15,160.85,0,0,No,No,kaggle,53.61666666666667,False,False,False,False,True,True,False,False,False,False,False
6614-YOLAC,71,58.65,4145.25,0,0,Yes,Yes,kaggle,58.38380281690141,False,True,False,False,True,False,False,False,False,False,True
7426-RHZGU,9,95.9,827.45,0,0,No,No,kaggle,91.9388888888889,False,False,False,False,False,True,True,False,False,False,False
4065-JJAVA,1,49.5,49.5,0,0,No,No,kaggle,49.5,False,False,False,True,False,False,False,False,False,False,False
4695-VADHF,18,57.45,990.85,1,0,Yes,Yes,kaggle,55.047222222222224,False,False,False,True,False,True,False,False,True,False,False
3863-IUBJR,12,53.65,696.35,1,0,Yes,Yes,kaggle,58.02916666666667,True,False,True,False,False,True,False,False,False,False,False
7649-SIJJF,71,80.1,5585.4,0,0,Yes,No,kaggle,78.66760563380281,False,True,False,False,True,True,False,False,False,False,True
9361-YNQWJ,64,24.4,1601.2,0,0,No,No,kaggle,25.01875,True,False,False,False,False,False,False,True,False,False,True
3748-FVMZZ,4,40.05,162.45,0,0,No,No,kaggle,40.6125,False,False,False,True,False,True,False,False,False,False,False
9391-TTOYH,23,19.5,470.2,0,0,No,No,kaggle,20.443478260869565,False,False,False,False,True,False,False,True,True,False,False
1452-XRSJV,39,51.05,2066.0,0,0,Yes,Yes,kaggle,52.97435897435897,False,False,True,False,False,False,False,False,False,True,False
3422-WJOYD,28,54.35,1426.45,0,0,Yes,No,kaggle,50.94464285714286,True,False,False,False,True,True,False,False,False,True,False
8242-SOQUO,5,84.7,392.5,0,1,No,No,kaggle,78.5,False,False,False,True,False,False,True,False,False,False,False
7460-ITWWP,45,86.1,3861.45,0,1,Yes,No,kaggle,85.81,False,False,False,True,False,False,True,False,False,True,False
7147-AYBAA,37,70.35,2552.9,0,0,No,No,kaggle,68.9972972972973,False,False,False,False,True,True,True,False,False,True,False
7868-TMWMZ,60,110.0,6668.35,0,1,Yes,No,kaggle,111.13916666666667,False,True,False,False,False,False,True,False,False,False,True
4822-RVYBB,8,100.6,819.4,1,1,No,No,kaggle,102.425,False,False,False,True,False,True,True,False,False,False,False
6732-FZUGP,47,94.9,4615.25,0,0,No,No,kaggle,98.19680851063829,True,False,True,False,False,False,True,False,False,True,False
8436-BJUMM,26,83.75,2070.6,1,0,Yes,Yes,kaggle,79.63846153846154,False,False,False,True,False,True,True,False,False,True,False
4184-TJFAN,3,88.3,273.75,1,1,Yes,Yes,kaggle,91.25,False,False,False,False,True,False,True,False,False,False,False
8329-GWVPJ,50,69.75,3557.7,0,0,Yes,Yes,kaggle,71.154,False,False,False,False,False,False,True,False,False,False,True
1352-VHKAJ,27,71.6,1957.1,0,0,Yes,Yes,kaggle,72.48518518518519,False,False,False,False,False,True,False,False,False,True,False
4145-UQXUQ,8,92.1,729.95,1,1,No,No,kaggle,91.24375,False,False,False,True,False,False,True,False,False,False,False
2632-TACXW,62,23.65,1416.75,0,0,Yes,No,kaggle,22.850806451612904,False,True,False,False,False,False,False,True,False,False,True
8146-QQKZH,71,81.85,5924.4,0,0,Yes,No,kaggle,83.44225352112676,False,True,False,False,False,False,False,False,False,False,True
1767-CJKBA,66,25.1,1697.7,0,0,No,No,kaggle,25.722727272727273,False,True,False,False,True,True,False,True,False,False,True
6445-TNRXS,68,114.7,7849.85,0,0,Yes,Yes,kaggle,115.43897058823529,False,True,False,False,False,True,True,False,False,False,True
4581-LNWUM,13,49.15,649.4,0,0,No,No,kaggle,49.95384615384615,False,False,False,True,False,False,False,False,True,False,False
4869-EPIUS,56,80.9,4557.5,0,0,Yes,No,kaggle,81.38392857142857,True,False,False,True,False,True,True,False,False,False,True
9948-YPTDG,38,79.45,3013.05,1,0,Yes,No,kaggle,79.29078947368421,False,False,False,True,False,True,True,False,False,True,False
1236-WFCDV,14,90.45,1266.1,1,1,No,No,kaggle,90.43571428571428,False,False,True,False,False,True,True,False,True,False,False
1915-OAKWD,16,19.3,360.35,0,0,No,Yes,kaggle,22.521875,True,False,False,False,False,False,False,True,True,False,False
7296-PIXQY,14,70.2,1046.5,0,0,Yes,Yes,kaggle,74.75,False,False,False,True,False,False,True,False,True,False,False
4883-QICIH,32,69.75,2347.9,1,0,Yes,Yes,kaggle,73.371875,False,False,False,False,False,True,True,False,False,True,False
3354-OADJP,8,54.25,447.75,0,0,No,No,kaggle,55.96875,True,False,False,False,False,False,False,False,False,False,False
3524-WQDSG,43,99.3,4209.95,0,0,Yes,Yes,kaggle,97.90581395348836,False,False,False,False,False,False,True,False,False,True,False
0810-DHDBD,52,74.0,3877.65,0,0,No,No,kaggle,74.57019230769231,True,False,True,False,False,False,False,False,False,False,True
4026-SKKHW,3,50.25,152.3,0,0,No,No,kaggle,50.76666666666667,False,False,False,False,True,True,False,False,False,False,False
2829-HYVZP,29,19.8,572.2,0,0,No,No,kaggle,19.731034482758623,True,False,False,False,True,True,False,True,False,True,False
8329-IBCTI,1,19.65,19.65,1,0,No,No,kaggle,19.65,False,False,False,False,True,False,False,True,False,False,False
1271-SJBGZ,12,43.65,526.95,1,1,No,No,kaggle,43.9125,False,False,False,True,False,True,False,False,False,False,False
3845-JHAMY,16,35.5,552.7,0,0,Yes,Yes,kaggle,34.54375,False,False,True,False,False,False,False,False,True,False,False
7013-PSXHK,40,80.75,3208.65,0,0,No,No,kaggle,80.21625,True,False,False,False,True,False,False,False,False,True,False
5669-SRAIP,5,39.5,210.75,1,0,No,No,kaggle,42.15,False,False,False,True,False,False,False,False,False,False,False
5981-ITEMU,40,97.1,3706.95,1,0,Yes,No,kaggle,92.67375,False,False,False,False,False,True,True,False,False,True,False
3486-NPGST,36,19.55,620.75,0,0,No,No,kaggle,17.243055555555557,True,False,False,False,True,False,False,True,False,True,False
6941-PMGEP,5,80.0,412.5,1,0,No,No,kaggle,82.5,False,False,False,True,False,False,True,False,False,False,False
1624-WOIWJ,10,84.7,832.05,1,0,No,No,kaggle,83.205,False,False,False,False,True,False,True,False,False,False,False
2074-GKOWZ,2,89.55,185.55,1,0,Yes,Yes,kaggle,92.775,False,False,False,False,False,True,True,False,False,False,False
0376-YMCJC,23,90.6,1943.2,1,0,No,No,kaggle,84.48695652173913,False,False,False,True,False,True,True,False,True,False,False
6100-FJZDG,26,20.05,505.9,0,0,Yes,Yes,kaggle,19.457692307692305,True,False,False,False,False,True,False,True,False,True,False
4829-ZLJTK,72,112.4,8046.85,0,1,Yes,No,kaggle,111.76180555555555,False,True,False,True,False,False,True,False,False,False,True
1730-VFMWO,34,50.2,1815.3,0,0,Yes,No,kaggle,53.391176470588235,False,False,False,False,False,False,False,False,False,True,False
7143-BQIBA,10,62.25,612.95,0,0,No,No,kaggle,61.295,False,False,False,False,False,True,False,False,False,False,False
3800-LYTRK,14,55.7,795.15,0,0,No,No,kaggle,56.79642857142857,True,False,False,False,True,False,False,False,True,False,False
0634-SZPQA,23,90.05,2169.8,1,0,No,No,kaggle,94.33913043478262,False,False,False,False,False,False,True,False,True,False,False
9646-NMHXE,47,19.65,973.1,0,0,Yes,No,kaggle,20.70425531914894,False,True,False,False,True,True,False,True,False,True,False
7030-NJVDP,24,89.25,2210.2,0,0,Yes,No,kaggle,92.09166666666665,False,False,False,True,False,True,True,False,True,False,False
5536-RTPWK,49,99.05,4853.75,1,0,Yes,No,kaggle,99.0561224489796,False,False,False,False,False,True,True,False,False,False,True
8883-GRDWQ,20,54.0,1055.9,0,1,No,No,kaggle,52.795,True,False,False,False,True,True,False,False,True,False,False
6166-ILMNY,2,69.75,144.55,1,0,No,No,kaggle,72.275,False,False,False,False,False,False,True,False,False,False,False
3097-NNSPB,2,49.05,91.1,1,0,No,No,kaggle,45.55,False,False,True,False,False,False,False,False,False,False,False
7771-ZONAT,22,56.75,1304.85,0,0,No,No,kaggle,59.31136363636363,False,True,False,False,False,True,False,False,True,False,False
0655-RBDUG,7,98.05,713.0,1,0,No,No,kaggle,101.85714285714286,False,False,False,False,False,True,True,False,False,False,False
2111-DWYHN,1,21.1,21.1,0,0,No,No,kaggle,21.1,False,False,False,False,True,True,False,True,False,False,False
4194-WHFCB,59,96.65,5580.8,0,0,Yes,Yes,kaggle,94.58983050847458,False,False,False,False,False,False,True,False,False,False,True
4121-AGSIN,58,24.5,1497.9,0,0,Yes,Yes,kaggle,25.82586206896552,True,False,True,False,False,False,False,True,False,False,True
4361-BKAXE,41,114.5,4527.45,1,0,No,No,kaggle,110.42560975609756,False,False,False,False,False,False,True,False,False,True,False
9845-PEEKO,59,79.2,4590.35,0,1,No,No,kaggle,77.80254237288136,False,True,True,False,False,False,True,False,False,False,True
0455-XFASS,3,69.55,200.2,0,0,Yes,Yes,kaggle,66.73333333333333,False,False,False,True,False,False,True,False,False,False,False
0301-KOBTQ,32,20.05,614.45,0,0,No,No,kaggle,19.2015625,False,True,False,False,False,True,False,True,False,True,False
1751-NCDLI,46,98.85,4564.9,0,1,Yes,No,kaggle,99.23695652173912,False,False,False,True,False,True,True,False,False,True,False
9878-TNQGW,2,80.95,171.15,1,0,No,No,kaggle,85.575,False,False,False,True,False,True,True,False,False,False,False
9170-ARBTB,52,19.6,1012.4,0,0,Yes,Yes,kaggle,19.46923076923077,True,False,True,False,False,False,False,True,False,False,True
4441-NIHPT,13,74.3,940.35,1,1,No,No,kaggle,72.33461538461539,False,False,False,True,False,False,True,False,True,False,False
8999-BOHSE,11,89.7,1047.7,1,1,No,No,kaggle,95.24545454545455,False,False,False,False,False,False,True,False,False,False,False
7241-AJHFS,32,87.65,2766.4,0,0,No,No,kaggle,86.45,False,False,False,False,False,True,True,False,False,True,False
7029-RPUAV,17,100.45,1622.45,1,1,Yes,No,kaggle,95.43823529411765,False,False,True,False,False,True,True,False,True,False,False
4546-FOKWR,16,74.75,1129.35,0,0,No,No,kaggle,70.584375,False,False,True,False,False,False,True,False,True,False,False
9036-CSKBW,51,107.45,5680.9,0,0,No,No,kaggle,111.39019607843136,True,False,False,False,False,False,True,False,False,False,True
5832-TRLPB,29,75.35,2243.9,0,0,No,No,kaggle,77.37586206896552,True,False,False,False,False,True,False,False,False,True,False
8590-YFFQO,70,64.95,4523.25,0,0,Yes,No,kaggle,64.61785714285715,False,True,True,False,False,True,False,False,False,False,True
8659-IOOPU,71,100.45,7159.7,0,0,Yes,Yes,kaggle,100.84084507042253,False,True,False,True,False,False,True,False,False,False,True
1338-CECEE,41,68.5,2839.95,0,0,Yes,Yes,kaggle,69.2670731707317,True,False,False,False,False,True,False,False,False,True,False
7439-DKZTW,1,80.55,80.55,0,0,No,No,kaggle,80.55,False,False,False,True,False,True,True,False,False,False,False
4646-QZXTF,7,81.25,580.1,0,0,Yes,No,kaggle,82.87142857142858,False,False,False,False,False,False,False,False,False,False,False
4607-CHPCA,25,90.4,2178.6,1,0,Yes,Yes,kaggle,87.14399999999999,True,False,False,True,False,True,True,False,False,True,False
9742-XOKTS,67,89.55,6038.55,0,0,Yes,Yes,kaggle,90.12761194029851,True,False,False,True,False,True,True,False,False,False,True
6921-OZMFH,5,55.7,259.4,0,0,Yes,Yes,kaggle,51.879999999999995,False,False,False,False,True,True,False,False,False,False,False
9578-FOMUK,15,24.8,324.15,0,0,No,Yes,kaggle,21.61,False,False,False,True,False,True,False,True,True,False,False
4712-UYOOI,20,20.0,417.65,0,0,Yes,Yes,kaggle,20.8825,False,False,False,True,False,False,False,True,True,False,False
8824-RWFXJ,3,56.15,168.15,1,0,Yes,Yes,kaggle,56.050000000000004,False,False,False,False,True,True,False,False,False,False,False
7722-CVFXN,54,105.2,5637.85,0,0,Yes,Yes,kaggle,104.40462962962964,True,False,False,True,False,True,True,False,False,False,True
8717-VCTXJ,42,19.55,839.4,0,0,No,No,kaggle,19.985714285714284,True,False,False,False,True,True,False,True,False,True,False
7363-QTBIW,9,79.75,769.1,0,0,Yes,No,kaggle,85.45555555555556,False,False,False,True,False,False,True,False,False,False,False
4159-NAAIX,63,97.45,6253.0,0,0,No,No,kaggle,99.25396825396825,False,True,False,False,False,False,True,False,False,False,True
0971-QIFJK,69,24.25,1641.8,0,0,Yes,No,kaggle,23.794202898550726,False,True,False,False,False,False,False,True,False,False,True
9397-TZSHA,69,24.6,1678.05,0,0,No,No,kaggle,24.319565217391304,False,True,True,False,False,False,False,True,False,False,True
3391-JSQEW,40,50.15,2058.5,0,0,Yes,No,kaggle,51.4625,False,False,False,False,True,True,False,False,False,True,False
0343-QLUZP,60,39.6,2424.5,0,0,No,No,kaggle,40.40833333333333,False,True,False,False,False,True,False,False,False,False,True
9763-PDTKK,4,94.4,387.2,1,0,No,No,kaggle,96.8,False,False,False,False,False,False,True,False,False,False,False
2176-LVPNX,71,89.85,6293.45,0,1,No,No,kaggle,88.64014084507042,False,True,False,False,True,False,False,False,False,False,True
7627-JKIAZ,37,78.95,2839.65,1,0,Yes,No,kaggle,76.7472972972973,False,False,True,False,False,False,True,False,False,True,False
3312-UUMZW,32,98.85,3145.9,0,0,Yes,No,kaggle,98.309375,False,False,True,False,False,True,True,False,False,True,False
1271-UODNO,39,53.85,2200.7,0,0,No,No,kaggle,56.42820512820512,False,True,True,False,False,True,False,False,False,True,False
8461-EFQYM,38,24.25,914.4,0,0,No,No,kaggle,24.063157894736843,True,False,False,True,False,False,False,True,False,True,False
6900-RBKER,52,89.45,4577.75,0,0,No,No,kaggle,88.03365384615384,False,True,True,False,False,True,True,False,False,False,True
6891-JPYFF,48,105.25,4997.5,0,0,Yes,Yes,kaggle,104.11458333333333,False,False,True,False,False,False,True,False,False,True,False
1459-QNFQT,70,59.5,4144.8,0,0,Yes,Yes,kaggle,59.21142857142858,False,True,False,False,False,True,False,False,False,False,True
1047-NNCBF,20,70.55,1493.55,0,0,No,No,kaggle,74.6775,False,False,True,False,False,True,True,False,True,False,False
3696-XRIEN,50,82.5,4179.1,0,0,No,No,kaggle,83.58200000000001,True,False,True,False,False,False,False,False,False,False,True
4081-DYXAV,19,44.85,893.55,1,0,No,No,kaggle,47.02894736842105,True,False,True,False,False,False,False,False,True,False,False
0074-HDKDG,25,61.6,1611.0,0,0,Yes,Yes,kaggle,64.44,True,False,False,False,False,True,False,False,False,True,False
8791-GFXLZ,12,49.05,593.05,0,0,No,No,kaggle,49.42083333333333,False,False,False,False,False,True,False,False,False,False,False
8111-SLLHI,39,105.65,4284.8,1,1,Yes,No,kaggle,109.86666666666667,False,False,False,True,False,True,True,False,False,True,False
0927-LCSMG,7,74.65,544.55,1,0,No,No,kaggle,77.79285714285713,False,False,False,False,True,True,True,False,False,False,False
9330-DHBFL,23,66.25,1533.8,0,0,Yes,Yes,kaggle,66.68695652173913,True,False,False,False,True,False,False,False,True,False,False
0098-BOWSO,27,19.4,529.8,0,0,No,No,kaggle,19.62222222222222,False,False,False,True,False,True,False,True,False,True,False
3452-ABWRL,47,86.05,3865.6,0,1,No,No,kaggle,82.2468085106383,False,False,True,False,False,True,True,False,False,True,False
5859-HZYLF,26,19.15,515.75,0,0,Yes,Yes,kaggle,19.83653846153846,False,True,True,False,False,True,False,True,False,True,False
8257-RZAHR,14,64.7,941.0,1,0,Yes,No,kaggle,67.21428571428571,False,False,False,False,False,False,False,False,True,False,False
5293-WXJAK,11,104.05,1133.65,1,1,Yes,No,kaggle,103.05909090909091,False,False,False,False,False,False,True,False,False,False,False
3156-QLHBO,2,19.25,48.35,0,0,No,Yes,kaggle,24.175,False,False,False,False,True,True,False,True,False,False,False
2208-NQBCT,26,81.95,2070.05,0,0,Yes,Yes,kaggle,79.6173076923077,False,False,False,True,False,False,True,False,False,True,False
1779-PWPMG,72,114.65,8333.95,0,1,Yes,No,kaggle,115.74930555555557,False,True,False,False,False,False,True,False,False,False,True
6621-NRZAK,63,20.0,1209.25,0,0,Yes,Yes,kaggle,19.194444444444443,False,True,True,False,False,False,False,True,False,False,True
0831-JNISG,71,19.8,1396.25,0,0,Yes,Yes,kaggle,19.66549295774648,False,True,False,False,True,True,False,True,False,False,True
0774-IFUVM,11,65.15,723.35,0,0,Yes,Yes,kaggle,65.75909090909092,False,False,False,False,False,True,False,False,False,False,False
3082-WQRVY,14,19.65,228.65,0,1,Yes,No,kaggle,16.33214285714286,True,False,False,False,True,True,False,True,True,False,False
9553-DLCLU,13,88.95,1161.75,0,0,No,Yes,kaggle,89.36538461538461,False,True,True,False,False,False,False,False,True,False,False
1641-BYBTK,6,20.2,98.35,0,0,No,Yes,kaggle,16.391666666666666,False,False,False,False,True,True,False,True,False,False,False
2460-NGXBJ,11,75.2,775.3,0,1,Yes,Yes,kaggle,70.48181818181818,False,False,True,False,False,True,True,False,False,False,False
2446-ZKVAF,18,56.8,1074.65,0,0,Yes,No,kaggle,59.70277777777778,False,False,True,False,False,True,False,False,True,False,False
0841-NULXI,1,35.55,35.55,1,0,No,No,kaggle,35.55,False,False,False,True,False,True,False,False,False,False,False
